date,inn,count,outs,PitchHand,BatterHand,Pitcher,Batter,VertApprAngle,Tilt,SpinDir,PZ,PX,ManOn3rd,ManOn2nd,ManOn1st,IndVertBrk,HorzBrk,HorzApprAngle,FBDst,Extension,ExitDir,ABResult,type,pitchResult,Vel,Spin,ExitVel,LaunchAng,pCallStrk%
2025-05-20 01:00:00,Top 8,1-2,0,R,L,B. Myers,C. Nicoletto,-5.52,12:50,205.1,1.93163,0.87593,,,,15.7,6.9,-2.19,-,6.73,-,K,Fastball,Strikeout (Looking),93.1,2322.3,-,-,31.3%
2025-05-20 01:00:00,Top 8,0-0,1,R,L,B. Myers,M. Serna,-6.82,9:49,114.7,2.1907,-1.43966,,,,7.2,-12.7,-1.83,-,6.27,-,HBP,Slider,Ball,81.7,2445.3,-,-,4.2%
2025-05-20 01:00:00,Top 8,1-0,1,R,L,B. Myers,M. Serna,-7.24,9:56,117.8,1.78683,0.12565,,,,6.1,-9.2,-3.21,-,6.43,-,HBP,Slider,Strike Swinging,81.2,2323.7,-,-,93.7%
2025-05-20 01:00:00,Top 8,1-1,1,R,L,B. Myers,M. Serna,-4.57,12:43,201.7,2.7197,0.42964,,,,16.4,6.1,-1.95,-,6.71,-59.3,HBP,Fastball,Foul,93.3,2486.8,60.8,68.7,97.7%
2025-05-20 01:00:00,Top 8,1-2,1,R,L,B. Myers,M. Serna,-2.91,1:05,212.4,4.28509,-0.53198,,,,16.3,9.7,-0.49,-,6.87,-,HBP,Fastball,Ball,94.0,2381.5,-,-,0.0%
2025-05-20 01:00:00,Top 8,2-2,1,R,L,B. Myers,M. Serna,-5.76,12:54,206.9,1.59092,1.46126,,,,16.9,8.1,-2.77,-,6.93,-,HBP,Fastball,Hit By Pitch,93.6,2509.0,-,-,0.0%
2025-05-20 01:00:00,Top 8,0-0,1,R,R,B. Myers,T. Macon,-7.33,9:48,114.1,1.93531,0.91647,,,1,6.0,-10.4,-4.29,-,6.35,-,IP_OUT,Slider,Strike Looking,79.7,2463.0,-,-,81.5%
2025-05-20 01:00:00,Top 8,0-1,1,R,R,B. Myers,T. Macon,-5.86,12:45,202.6,1.54379,2.22224,,,1,17.3,6.8,-3.75,-,6.94,-,IP_OUT,Fastball,Ball,93.3,2561.8,-,-,0.0%
2025-05-20 01:00:00,Top 8,1-1,1,R,R,B. Myers,T. Macon,-7.38,9:28,103.8,1.84409,0.98157,,,1,5.0,-15.2,-4.85,-,6.43,-22.2,IP_OUT,Slider,Strike Swinging,80.4,2426.3,35.2,-1.1,63.0%
2025-05-20 01:00:00,Top 8,1-2,1,R,R,B. Myers,T. Macon,-6.24,10:23,131.7,2.41438,1.11878,,,1,9.3,-9.0,-4.32,300.2,6.45,-11.0,IP_OUT,Slider,Fly Out,81.2,2413.4,81.3,28.3,32.0%
2025-05-20 01:00:00,Top 8,0-0,2,R,R,B. Myers,K. Knutson,-5.60,12:52,206.0,1.77733,1.42387,,,1,18.6,8.6,-2.91,-,7.03,-,S,Fastball,Ball,91.8,2566.2,-,-,5.6%
2025-05-20 01:00:00,Top 8,1-0,2,R,R,B. Myers,K. Knutson,-5.14,1:59,239.7,2.94414,0.8788,,,1,10.3,15.8,-1.93,-,7.24,-,S,Changeup,Strike Looking,84.3,2359.7,-,-,83.1%
2025-05-20 01:00:00,Top 8,1-1,2,R,R,B. Myers,K. Knutson,-6.83,9:49,114.4,2.06671,1.27215,,,1,7.0,-12.4,-4.94,-,6.36,-,S,Slider,Foul,81.0,2471.5,-,-,14.7%
2025-05-20 01:00:00,Top 8,1-2,2,R,R,B. Myers,K. Knutson,-6.85,9:55,117.3,2.11812,1.35259,,,1,5.4,-8.3,-4.50,126.1,6.56,-3.0,S,Slider,Single on a Ground Ball,81.8,2446.5,77.0,0.6,6.1%
2025-05-20 01:00:00,Top 8,0-1,2,R,L,B. Myers,K. Peer,-8.41,9:10,94.9,1.05746,-0.31319,,1,1,2.1,-10.1,-2.96,-,6.42,-,IP_OUT,Slider,Ball,80.1,2360.0,-,-,2.7%
2025-05-20 01:00:00,Top 8,1-1,2,R,L,B. Myers,K. Peer,-5.71,2:05,242.4,2.61122,-1.3522,,1,1,7.6,12.4,0.10,-,7.33,-,IP_OUT,Changeup,Ball,85.7,2325.2,-,-,6.0%
2025-05-20 01:00:00,Top 8,2-1,2,R,L,B. Myers,K. Peer,-5.06,12:42,201.2,2.15168,-0.46678,,1,1,18.3,6.7,-1.01,275.0,6.86,-23.9,IP_OUT,Fastball,Fly Out,92.8,2420.6,91.7,50.6,97.3%
2025-05-20 01:00:00,Bot 8,0-0,0,L,L,W. Libbert,B. Neal,-7.88,1:07,213.5,1.29604,-1.10963,,,,10.4,5.9,3.45,-,5.56,-,HR,Slider,Ball,79.9,2465.2,-,-,1.7%
2025-05-20 01:00:00,Bot 8,1-0,0,L,L,W. Libbert,B. Neal,-5.75,10:27,133.6,1.97675,0.68094,,,,14.8,-14.4,0.00,-,6.27,62.5,HR,Fastball,Foul,91.7,2298.3,93.3,-28.2,90.8%
2025-05-20 01:00:00,Bot 8,1-1,0,L,L,W. Libbert,B. Neal,-4.74,10:52,146.1,2.9204,-0.1117,,,,15.7,-9.8,1.00,416.0,6.41,-0.9,HR,Fastball,Home Run on a 416.02 ft Fly Ball,91.9,2369.8,104.6,30.0,97.8%
2025-05-20 01:00:00,Bot 8,0-0,0,L,R,W. Libbert,G. Staton,-5.16,9:32,106.0,3.65529,2.36586,,,,5.7,-15.6,-1.91,-,6.20,-,IP_OUT,Changeup,Ball,84.5,1528.6,-,-,0.0%
2025-05-20 01:00:00,Bot 8,1-0,0,L,R,W. Libbert,G. Staton,-3.10,10:44,142.2,4.40077,0.79834,,,,14.1,-10.1,0.17,-,6.31,-,IP_OUT,Fastball,Ball,91.5,2251.1,-,-,0.0%
2025-05-20 01:00:00,Bot 8,2-0,0,L,R,W. Libbert,G. Staton,-4.61,10:54,146.8,3.13495,-0.22307,,,,13.9,-8.4,1.32,-,6.52,-,IP_OUT,Fastball,Strike Swinging,91.8,2326.2,-,-,93.8%
2025-05-20 01:00:00,Bot 8,2-1,0,L,R,W. Libbert,G. Staton,-4.67,10:44,141.8,2.84862,-0.2059,,,,15.6,-11.4,1.08,-,6.54,-,IP_OUT,Fastball,Strike Swinging,90.7,2236.5,-,-,95.9%
2025-05-20 01:00:00,Bot 8,2-2,0,L,R,W. Libbert,G. Staton,-5.71,10:46,143.1,1.85207,0.1641,,,,17.0,-11.9,0.48,331.6,6.10,-3.2,IP_OUT,Fastball,Fly Out,91.4,2149.6,101.7,21.3,95.8%
2025-05-20 01:00:00,Bot 8,0-0,1,L,R,W. Libbert,B. Norton,-5.81,10:47,143.7,1.82566,0.279,,,,17.4,-12.0,0.22,303.3,6.15,11.2,S,Fastball,Single on a Line Drive,91.1,2236.1,102.3,14.3,93.1%
2025-05-20 01:00:00,Bot 8,0-0,1,L,L,W. Libbert,B. Fowler,-7.15,12:54,206.8,2.53053,-1.26018,,,1,3.6,1.1,3.41,-,5.49,-,DP,Slider,Ball,79.8,2379.7,-,-,13.2%
2025-05-20 01:00:00,Bot 8,1-0,1,L,L,W. Libbert,B. Fowler,-7.00,2:24,252.0,2.56528,-1.13373,,,1,4.3,9.0,4.11,-,5.60,-,DP,Slider,Strike Swinging,79.9,2414.6,-,-,37.3%
2025-05-20 01:00:00,Bot 8,1-1,1,L,L,W. Libbert,B. Fowler,-4.63,10:37,138.7,2.98721,-0.68202,,,1,15.5,-12.7,1.34,138.9,6.31,-6.8,DP,Fastball,Double Play,92.4,2279.2,98.9,2.6,92.0%
2025-05-20 01:00:00,Top 9,0-0,0,R,L,C. Ozmer,C. Patterson,-,-,-,,,,,,-,-,-,-,-,-,K,Sinker,Strike Looking,-,-,-,-,-
2025-05-20 01:00:00,Top 9,0-1,0,R,L,C. Ozmer,C. Patterson,-8.29,8:57,88.5,1.04087,-1.26368,,,,1.2,-15.3,-4.25,-,5.46,-,K,Slider,Ball,73.8,2342.5,-,-,1.8%
2025-05-20 01:00:00,Top 9,1-1,0,R,L,C. Ozmer,C. Patterson,-4.49,1:42,231.0,2.80298,1.53477,,,,11.8,13.3,-4.40,-,6.44,-,K,Sinker,Ball,89.4,2479.9,-,-,0.0%
2025-05-20 01:00:00,Top 9,2-1,0,R,L,C. Ozmer,C. Patterson,-4.55,1:48,234.1,2.80127,0.84675,,,,11.3,14.1,-3.65,-,6.23,-,K,Sinker,Strike Looking,90.3,2413.0,-,-,57.2%
2025-05-20 01:00:00,Top 9,2-2,0,R,L,C. Ozmer,C. Patterson,-7.74,8:45,82.4,1.78267,2.45647,,,,-1.1,-21.4,-8.41,-,5.64,-,K,Slider,Ball,75.4,2496.1,-,-,0.0%
2025-05-20 01:00:00,Top 9,3-2,0,R,L,C. Ozmer,C. Patterson,-5.37,2:01,240.7,2.13284,1.05798,,,,10.5,16.6,-3.67,-,6.30,-,K,Sinker,Strikeout (Looking),89.7,2428.1,-,-,24.7%
2025-05-20 01:00:00,Top 9,0-0,1,R,L,C. Ozmer,B. Daniels,-5.06,1:48,234.0,2.32723,0.13865,,,,11.9,14.9,-2.84,217.8,6.28,-18.3,S,Slider,Single on a Fly Ball,88.1,2379.9,68.5,37.1,98.5%
2025-05-20 01:00:00,Top 9,0-0,1,R,R,C. Ozmer,J. Lovich,-6.06,1:51,235.3,1.51251,0.4784,,,1,10.9,14.0,-3.18,-,6.10,-,HBP,Sinker,Ball,89.3,2389.3,-,-,58.1%
2025-05-20 01:00:00,Top 9,1-0,1,R,R,C. Ozmer,J. Lovich,-6.33,9:26,103.0,2.68445,-2.00907,,,1,6.0,-19.1,-3.67,-,5.22,-,HBP,Slider,Hit By Pitch,74.5,2363.6,-,-,0.0%
2025-05-20 01:00:00,Top 9,0-0,1,R,R,C. Ozmer,P. Seals,-4.39,1:30,225.2,3.03703,0.96806,,1,1,9.9,8.9,-4.40,-,6.39,-,FC,Sinker,Strike Looking,88.8,2406.6,-,-,63.3%
2025-05-20 01:00:00,Top 9,0-1,1,R,R,C. Ozmer,P. Seals,-5.26,2:02,240.8,2.42605,-0.13098,,1,1,7.8,12.2,-2.89,139.2,6.06,38.0,FC,Sinker,Fielder's Choice,89.7,2391.8,102.1,-13.3,98.7%
2025-05-20 01:00:00,Top 9,0-0,1,R,L,C. Ozmer,C. Nicoletto,-5.31,2:34,257.0,3.42792,-2.13472,1,1,1,2.5,5.2,-1.52,-,6.67,-,IP_OUT,Changeup,Ball,79.1,1582.6,-,-,0.0%
2025-05-20 01:00:00,Top 9,1-0,1,R,L,C. Ozmer,C. Nicoletto,-4.34,1:32,225.9,3.04237,0.45985,1,1,1,11.8,11.0,-3.65,132.6,6.39,31.8,IP_OUT,Sinker,Line Out,89.1,2397.4,76.3,12.1,94.2%
2025-05-20 01:00:00,Top 9,0-0,2,R,L,C. Ozmer,M. Serna,-4.56,1:28,223.8,2.81687,0.70181,1,1,1,12.7,11.1,-3.87,-,6.38,-,IP_OUT,Sinker,Strike Looking,89.1,2447.8,-,-,91.2%
2025-05-20 01:00:00,Top 9,0-1,2,R,L,C. Ozmer,M. Serna,-6.36,3:32,286.1,2.61589,-1.5256,1,1,1,-0.9,7.6,-1.96,-,6.48,-,IP_OUT,Changeup,Ball,79.9,1356.2,-,-,0.0%
2025-05-20 01:00:00,Top 9,1-1,2,R,L,C. Ozmer,M. Serna,-5.40,1:46,233.2,1.95841,-0.34253,1,1,1,12.7,15.6,-2.26,-,6.27,-,IP_OUT,Sinker,Strike Swinging,89.8,2388.4,-,-,96.9%
2025-05-20 01:00:00,Top 9,1-2,2,R,L,C. Ozmer,M. Serna,-3.84,1:14,216.9,3.84355,-0.67047,1,1,1,15.4,10.8,-1.78,-,6.17,-176.8,IP_OUT,Fastball,Foul,91.7,2381.1,79.7,5.6,2.5%
2025-05-20 01:00:00,Top 9,1-2,2,R,L,C. Ozmer,M. Serna,-3.30,1:02,210.8,4.37914,-0.72991,1,1,1,16.0,8.8,-1.74,-,5.97,-,IP_OUT,Fastball,Ball,91.7,2507.7,-,-,0.0%
2025-05-20 01:00:00,Top 9,2-2,2,R,L,C. Ozmer,M. Serna,-4.28,1:18,219.2,3.06084,-0.19482,1,1,1,12.4,9.3,-3.05,205.8,6.32,-22.5,IP_OUT,Sinker,Pop Out,91.1,2559.8,84.7,60.8,95.4%
